assembly_id_simp,Contig_number
GCA_003076715,76
GCA_003008835,351
GCA_002769535,301
GCA_003667385,3
GCA_003292055,85
GCA_003795405,60
GCA_002769595,384
GCA_003291075,93
GCA_002923875,361
GCA_003427455,94
GCA_003112225,3
GCA_003303135,149
GCA_003301555,93
GCA_002769835,360
GCA_002770255,402
GCA_002765175,334
GCA_003143625,229
GCA_003357685,78
GCA_003586065,2
GCA_002530725,140
GCA_002768575,267
GCA_003357465,161
GCA_003303785,102
GCA_003180975,2
GCA_003302905,165
GCA_002766315,304
GCA_002765755,285
GCA_002971045,128
GCA_003076735,70
GCA_003460365,146
GCA_003358505,102
GCA_003008935,163
GCA_003231115,2
GCA_002953815,1
GCA_003018615,1
GCA_002442415,143
GCA_003015295,4
GCA_003028735,1
GCA_003291665,76
GCA_002810105,92
GCA_003300945,37
GCA_002766855,274
GCA_003291175,138
GCA_002967875,2
GCA_003357475,90
GCA_002765855,436
GCA_003302915,113
GCA_003358255,93
GCA_002900305,1
GCA_003731365,77
GCA_003357425,158
GCA_003172465,1
GCA_002927735,183
GCA_003357665,92
GCA_002765815,327
GCA_003019075,2
GCA_002768135,294
GCA_002993805,69
GCA_003357605,158
GCA_003358575,85
GCA_002971815,78
GCA_003290535,90
GCA_003018055,3
GCA_002734905,364
GCA_002769715,328
GCA_002941405,171
GCA_002971965,107
GCA_002803905,6
GCA_002923915,257
GCA_002764495,322
GCA_003357225,477
GCA_002888475,643
GCA_002769615,383
GCA_002855325,4
GCA_003180995,3
GCA_003018155,2
GCA_002768515,297
GCA_003304445,125
GCA_003017915,2
GCA_002923415,219
GCA_003291825,117
GCA_003367885,1
GCA_002953855,1
GCA_003427725,114
GCA_003358625,81
GCA_002899535,1
GCA_002952915,1
GCA_002770015,297
GCA_002973455,212
GCA_003358245,214
GCA_003181035,3
GCA_003291155,76
GCA_003143665,209
GCA_002971235,57
GCA_002764655,346
GCA_002787215,4
GCA_002766175,378
GCA_003303255,97
GCA_002923575,353
GCA_003291455,95
GCA_003018555,2
GCA_003686895,108
GCA_002923735,320
GCA_002973015,49
GCA_003288755,1
GCA_003123555,211
GCA_002766435,328
GCA_003352425,4
GCA_002765935,317
GCA_002741315,3
GCA_003293035,114
GCA_003303015,198
GCA_003018375,2
GCA_002765495,324
GCA_002768595,298
GCA_002770075,294
GCA_003399885,2
GCA_002764675,362
GCA_003357545,151
GCA_002971675,86
GCA_003717595,1
GCA_003302015,105
GCA_003031775,2
GCA_002769755,361
GCA_002766055,327
GCA_002741575,3
GCA_002973035,81
GCA_003856655,8
GCA_002767725,319
GCA_003358165,93
GCA_003351385,5
GCA_002764755,343
GCA_002855715,78
GCA_002971195,102
GCA_002765035,304
GCA_002764795,269
GCA_003357885,175
GCA_003291025,79
GCA_003358115,103
GCA_002971155,33
GCA_002861205,32
GCA_003018235,3
GCA_003302245,87
GCA_003357185,177
GCA_002765955,282
GCA_003357615,136
GCA_002948655,2
GCA_002923435,250
GCA_003731095,77
GCA_002951795,4
GCA_002971215,84
GCA_003303795,112
GCA_003303875,144
GCA_002888515,355
GCA_002765515,332
GCA_003008775,106
GCA_002766335,367
GCA_003017765,2
GCA_003357505,128
GCA_002765535,348
GCA_002767305,255
GCA_002770235,286
GCA_003304355,132
GCA_002953795,1
GCA_003304655,94
GCA_002573155,126
GCA_003302685,137
GCA_002855735,487
GCA_002770455,324
GCA_002765795,301
GCA_002810135,55
GCA_003031795,4
GCA_003303195,89
GCA_003293295,106
GCA_003288415,4
GCA_002796445,2
GCA_002769795,353
GCA_003112145,2
GCA_002741435,5
GCA_003357995,199
GCA_003303215,128
GCA_002928605,102
GCA_003303485,129
GCA_002507975,112
GCA_002765435,343
GCA_002766675,303
GCA_003302045,145
GCA_003357165,252
GCA_003292465,159
GCA_002769495,231
GCA_002573445,86
GCA_003292455,202
GCA_003017975,2
GCA_003292895,139
GCA_002741355,4
GCA_002973145,133
GCA_002734625,259
GCA_002770375,317
GCA_002741175,4
GCA_003471145,61
GCA_003346835,2
GCA_002769655,415
GCA_002769555,339
GCA_002770475,283
GCA_003358025,191
GCA_003010105,186
GCA_003076675,73
GCA_003173235,235
GCA_002765215,329
GCA_003293085,147
GCA_002766875,284
GCA_002766915,278
GCA_002734965,254
GCA_003033905,3
GCA_002764955,315
GCA_002971275,62
GCA_003304725,167
GCA_002765455,301
GCA_002973355,171
GCA_003357645,238
GCA_003304105,111
GCA_002923855,353
GCA_003303305,234
GCA_003302265,159
GCA_003307055,244
GCA_003292385,119
GCA_002972715,135
GCA_002765395,387
GCA_002765055,374
GCA_003290765,77
GCA_002915085,292
GCA_002766155,268
GCA_002971935,84
GCA_003301045,145
GCA_002507955,57
GCA_002764915,331
GCA_003008755,641
GCA_003017455,3
GCA_002951855,2
GCA_003291615,124
GCA_003303665,97
GCA_002765015,309
GCA_003308955,3
GCA_003370585,10
GCA_002770035,314
GCA_002768855,290
GCA_002787545,4
GCA_002764515,397
GCA_003024315,37
GCA_002769315,349
GCA_003358145,120
GCA_003018095,2
GCA_002803475,101
GCA_003031225,1
GCA_003591475,132
GCA_003288455,8
GCA_002764935,313
GCA_003304225,85
GCA_002923815,303
GCA_003302315,132
GCA_002972835,130
GCA_002767755,280
GCA_002769775,296
GCA_003302895,227
GCA_003368475,3
GCA_003018355,2
GCA_002765475,282
GCA_002769135,259
GCA_002972665,91
GCA_002530685,97
GCA_002953875,1
GCA_002766035,309
GCA_003602135,99
GCA_002903125,3
GCA_003019215,2
GCA_003304375,157
GCA_002442365,114
GCA_003358945,134
GCA_002879805,50
GCA_003427435,83
GCA_002764175,5
GCA_002860105,6
GCA_002768955,299
GCA_002973095,178
GCA_002741455,2
GCA_003292795,111
GCA_002766615,315
GCA_003812625,6
GCA_002769875,336
GCA_002972305,82
GCA_003291985,113
GCA_003122105,4
GCA_003018195,2
GCA_002967935,2
GCA_002924045,333
GCA_002735085,247
GCA_003292855,172
GCA_003731515,51
GCA_003358335,87
GCA_002770495,273
GCA_002971135,90
GCA_003018515,2
GCA_002734945,303
GCA_003711045,5
GCA_002952895,1
GCA_003303375,155
GCA_003008665,448
GCA_003318395,154
GCA_002769995,280
GCA_002765555,366
GCA_002766895,253
GCA_003300885,14
GCA_002769955,331
GCA_003571685,2
GCA_002971115,48
GCA_003018695,2
GCA_002915115,185
GCA_002764455,278
GCA_003357915,106
GCA_003305005,91
GCA_002591135,5
GCA_002810165,93
GCA_002924085,240
GCA_003018895,2
GCA_003122025,71
GCA_003368495,10
GCA_003368525,14
GCA_002766475,288
GCA_002765835,355
GCA_003015365,5
GCA_002951695,5
GCA_003357565,105
GCA_002971695,51
GCA_002923515,262
GCA_002765255,375
GCA_002923965,306
GCA_002765915,359
GCA_002765155,313
GCA_003358845,86
GCA_003351485,1
GCA_003060125,100
GCA_002766695,297
GCA_003303755,142
GCA_002507985,86
GCA_003028815,1
GCA_002767595,286
GCA_002768915,346
GCA_003292545,196
GCA_002843685,1
GCA_003357705,114
GCA_002770535,304
GCA_003018755,2
GCA_002923715,352
GCA_003307095,228
GCA_003697165,2
GCA_002768795,387
GCA_003291735,90
GCA_002787645,4
GCA_003292135,147
GCA_003307195,353
GCA_003358605,85
GCA_002764735,395
GCA_002915105,219
GCA_002764695,284
GCA_002850675,7
GCA_002787315,3
GCA_002766395,347
GCA_003292755,142
GCA_003666405,8
GCA_002764635,397
GCA_003443815,5
GCA_002573205,119
GCA_002734725,365
GCA_002766655,291
GCA_003020885,3
GCA_002765115,300
GCA_002863685,4
GCA_002768875,292
GCA_002589795,11
GCA_002766635,408
GCA_002769035,338
GCA_005040005,81
GCA_005381785,82
GCA_004924255,3
GCA_005043015,82
GCA_005391165,194
GCA_005014055,4
GCA_005040245,111
GCA_005039015,123
GCA_005045235,90
GCA_004284715,116
GCA_005043805,134
GCA_003956325,3
GCA_003956385,2
GCA_005394865,133
GCA_004282515,106
GCA_005387965,102
GCA_005395445,136
GCA_005390025,147
GCA_003859195,91
GCA_004100585,43
GCA_004567115,72
GCA_005042255,86
GCA_004121005,158
GCA_005045845,133
GCA_005392345,108
GCA_005037715,2
GCA_005392405,135
GCA_005045155,154
GCA_004380535,112
GCA_005222405,2
GCA_005385745,108
GCA_005392975,98
GCA_005040445,111
GCA_005394045,151
GCA_005040305,93
GCA_005043395,139
GCA_005046505,127
GCA_005221985,3
GCA_004283715,127
GCA_005038265,90
GCA_005392065,208
GCA_005393205,112
GCA_004138625,1
GCA_005390425,275
GCA_005040545,113
GCA_005040945,124
GCA_005396165,108
GCA_005222325,2
GCA_005387525,122
GCA_005389185,109
GCA_005384725,66
GCA_005385105,385
GCA_005391405,84
GCA_005384665,132
GCA_004380355,66
GCA_004380735,124
GCA_005390865,125
GCA_005392545,152
GCA_005382945,64
GCA_004569675,101
GCA_004960095,109
GCA_003858825,240
GCA_003945445,1
GCA_005386025,89
GCA_005391565,60
GCA_004804095,137
GCA_004284245,119
GCA_005396325,110
GCA_003885095,54
GCA_005043825,135
GCA_005390945,129
GCA_005384745,113
GCA_005396265,96
GCA_005382445,106
GCA_005383105,2
GCA_005384905,406
GCA_004284455,74
GCA_005391645,83
GCA_005037795,2
GCA_005387505,80
GCA_005043465,132
GCA_005387565,74
GCA_005222305,3
GCA_005395985,112
GCA_004960945,100
GCA_005382165,89
GCA_005392185,61
GCA_004960485,131
GCA_005043615,180
GCA_004567185,108
GCA_004282685,97
GCA_005389965,82
GCA_004377955,117
GCA_005384605,92
GCA_004567285,122
GCA_005042895,190
GCA_004960725,127
GCA_004358945,1
GCA_005392825,189
GCA_003966795,2
GCA_004116835,1
GCA_004960195,86
GCA_005041785,213
GCA_005393245,100
GCA_005390465,132
GCA_005389465,188
GCA_005042175,111
GCA_005387945,150
GCA_005392225,184
GCA_005384625,78
GCA_005382905,51
GCA_004299805,2
GCA_005393365,197
GCA_005395045,137
GCA_003999795,7
GCA_005396285,93
GCA_005043145,135
GCA_005385405,377
GCA_005221745,3
GCA_004283295,144
GCA_004283935,186
GCA_005045115,160
GCA_005392865,149
GCA_005394905,179
GCA_005395585,205
GCA_005040975,102
GCA_005045475,142
GCA_005385865,133
GCA_003858905,702
GCA_004566715,85
GCA_005038345,116
GCA_005393885,136
GCA_005386565,82
GCA_005221885,2
GCA_005382585,76
GCA_005388865,129
GCA_005042705,85
GCA_003956285,4
GCA_005393625,214
GCA_003956205,3
GCA_004211775,59
GCA_005393765,62
GCA_005396225,1
GCA_005042935,154
GCA_005386765,108
GCA_005040355,145
GCA_005395625,194
GCA_004380425,74
GCA_005382965,42
GCA_005221525,3
GCA_005391925,59
GCA_005040425,127
GCA_005390265,84
GCA_005041345,128
GCA_005382565,58
GCA_005040145,183
GCA_004116695,3
GCA_003938585,157
GCA_004961035,132
GCA_004567405,119
GCA_004010715,2
GCA_005221665,3
GCA_004804015,54
GCA_005388725,139
GCA_004380335,172
GCA_005385565,107
GCA_005040835,78
GCA_005381745,86
GCA_005391485,71
GCA_005393345,97
GCA_005037905,103
GCA_004960835,88
GCA_005044735,151
GCA_005385285,345
GCA_004960255,76
GCA_005041585,171
GCA_005041035,87
GCA_005383885,102
GCA_005044635,101
GCA_004283535,81
GCA_005390185,121
GCA_004567415,115
GCA_005393265,109
GCA_005042235,71
GCA_005386505,89
GCA_005038655,141
GCA_004101115,121
GCA_005391865,117
GCA_004961045,88
GCA_005038705,166
GCA_005037815,3
GCA_005221845,3
GCA_005392425,119
GCA_005045315,107
GCA_005388645,135
GCA_005041865,80
GCA_005385545,105
GCA_004355105,1
GCA_005388565,143
GCA_005044555,85
GCA_005045995,179
GCA_004801785,91
GCA_004172575,154
GCA_005392845,230
GCA_005221905,5
GCA_005381685,81
GCA_005384465,74
GCA_005395025,150
GCA_004960825,122
GCA_005389045,137
GCA_004380225,155
GCA_004282495,83
GCA_004028195,159
GCA_004566765,100
GCA_005390385,248
GCA_005043415,132
GCA_005043475,131
GCA_005384785,142
GCA_005389925,97
GCA_004960605,118
GCA_005046865,109
GCA_005383805,110
GCA_005391525,54
GCA_004100725,103
GCA_005396805,139
GCA_005044925,135
GCA_005388665,156
GCA_004960225,162
GCA_005382205,119
GCA_004380645,94
GCA_005386005,106
GCA_005043715,96
GCA_005046225,158
GCA_005233995,74
GCA_004568035,86
GCA_004101275,104
GCA_005043565,182
GCA_005382925,99
GCA_005390225,99
GCA_005390925,116
GCA_005393565,134
GCA_005041395,118
GCA_004193755,7
GCA_004566835,86
GCA_004172065,250
GCA_005388525,91
GCA_003971215,4
GCA_004116915,3
GCA_005384325,32
GCA_003885055,64
GCA_005389085,151
GCA_004368015,5
GCA_005040455,96
GCA_004088295,6
GCA_004567815,109
GCA_004103985,80
GCA_005393065,205
GCA_004380175,110
GCA_005040735,165
GCA_005385445,196
GCA_005389445,106
GCA_005392665,250
GCA_005382705,91
GCA_004566965,91
GCA_004116875,4
GCA_005042025,76
GCA_005043175,139
GCA_004358385,2
GCA_004960005,76
GCA_005040745,84
GCA_005392935,69
GCA_005221805,3
GCA_005384065,148
GCA_005041665,178
GCA_004283575,161
GCA_004283545,86
GCA_005389825,128
GCA_004380635,210
GCA_005038015,130
GCA_005043655,143
GCA_005040135,63
GCA_004960405,128
GCA_003858805,281
GCA_005396045,103
GCA_005390705,43
GCA_005392085,137
GCA_004354895,158
GCA_004171875,387
GCA_005221785,2
GCA_004380265,200
GCA_005381585,177
GCA_005382605,156
GCA_004801575,5
GCA_004566985,66
GCA_004101065,108
GCA_004568935,86
GCA_004569855,27
GCA_005040525,182
GCA_005045425,125
GCA_005038665,170
GCA_005043675,72
GCA_005044025,161
GCA_004804115,206
GCA_004283235,112
GCA_005043575,128
GCA_005382325,109
GCA_005042625,156
GCA_005388925,175
GCA_004526255,3
GCA_004100935,57
GCA_004100505,67
GCA_003956225,3
GCA_005394505,121
GCA_005041905,78
GCA_005382825,50
GCA_005042495,108
GCA_004101165,84
GCA_005387585,85
GCA_005396485,115
GCA_005393015,172
GCA_005383365,127
GCA_004803975,101
GCA_004566785,92
GCA_005384265,52
GCA_005383345,140
GCA_005382525,84
GCA_005393605,4
GCA_004284395,133
GCA_005382345,113
GCA_004116595,1
GCA_005046855,169
GCA_005392505,165
GCA_004336925,70
GCA_005045795,81
GCA_005383665,102
GCA_004380475,52
GCA_005221965,3
GCA_004100875,88
GCA_005392785,115
GCA_004567895,89
GCA_005394985,123
GCA_005388705,102
GCA_004301465,6
GCA_005221605,3
GCA_005390065,103
GCA_005043025,120
GCA_004101045,81
GCA_004959995,111
GCA_005391425,93
GCA_005390625,129
GCA_005396025,87
GCA_004116935,8
GCA_004567495,118
GCA_005045045,101
GCA_005044445,172
GCA_005389365,138
GCA_004380435,131
GCA_005387385,189
GCA_004960505,114
GCA_005042135,143
GCA_005396505,100
GCA_005045575,192
GCA_004567675,119
GCA_005045645,81
GCA_005391345,142
GCA_003966775,2
GCA_005394765,151
GCA_005386445,133
GCA_005388025,140
GCA_004283695,121
GCA_005392765,177
GCA_005390045,114
GCA_005390085,129
GCA_005391845,166
GCA_005394805,135
GCA_005393785,88
GCA_005388545,94
GCA_004960235,83
GCA_005393325,99
GCA_005384285,118
GCA_004380765,171
GCA_004380705,72
GCA_005044605,72
GCA_005390505,152
GCA_004101085,152
GCA_004283395,75
GCA_005395505,156
GCA_005396405,138
GCA_004380145,141
GCA_005383585,71
GCA_005040615,164
GCA_005222345,2
GCA_005043965,133
GCA_005392605,199
GCA_004570035,91
GCA_004358985,1
GCA_004804005,105
GCA_005390485,263
GCA_005042275,84
GCA_005039315,117
GCA_005043625,143
GCA_005394085,147
GCA_005395385,142
GCA_005391505,62
GCA_005384365,73
GCA_005387165,96
GCA_005394425,136
GCA_005038595,92
GCA_005393415,116
GCA_005389605,9
GCA_004961055,83
GCA_005390325,117
GCA_005221945,3
GCA_005040705,141
GCA_005390765,77
GCA_004564035,1
GCA_005388465,143
GCA_004100845,342
GCA_005043235,115
GCA_005394585,184
GCA_005043775,131
GCA_005385665,99
GCA_005386545,85
GCA_005382505,84
GCA_004380725,56
GCA_005045285,138
GCA_005390565,100
GCA_005390145,118
GCA_005396425,86
GCA_004100755,156
GCA_005042855,139
GCA_005385805,53
GCA_005384005,163
GCA_005044135,159
GCA_005222025,3
GCA_005037805,1
GCA_005388265,106
GCA_005388625,121
GCA_005040845,162
GCA_005382425,71
GCA_003856695,5
GCA_004380775,70
GCA_004100965,70
GCA_005382625,85
GCA_004803995,147
GCA_005386465,118
GCA_004960805,107
GCA_003999855,4
GCA_005391825,105
GCA_003956425,4
GCA_004378185,140
GCA_005383465,156
GCA_005386045,41
GCA_003885965,88
GCA_004567275,80
GCA_005396245,85
GCA_005041805,81
GCA_004960425,92
GCA_005221625,3
GCA_005395605,85
GCA_005043555,62
GCA_004101205,98
GCA_005390545,192
GCA_005393145,109
GCA_005039305,178
GCA_004567755,116
GCA_005041765,95
GCA_005221685,3
GCA_004566415,104
GCA_004283475,158
GCA_005393505,129
GCA_005393105,80
GCA_003999775,1
GCA_005388225,98
GCA_004135165,7
GCA_005382245,94
GCA_005387815,152
GCA_004380545,94
GCA_004380515,66
GCA_004771135,4
GCA_005389985,95
GCA_005041455,130
GCA_005041855,78
GCA_005038055,77
GCA_004282295,135
GCA_005391805,160
GCA_004171705,100
GCA_003956445,5
GCA_004566795,101
GCA_004336965,68
GCA_005395925,108
GCA_005391765,118
GCA_005392995,102
GCA_005381625,90
GCA_005042875,90
GCA_004380795,188
GCA_004960965,101
GCA_005390885,119
GCA_005386345,91
GCA_005221865,3
GCA_005041605,77
GCA_005388385,127
GCA_004283275,110
GCA_005389945,115
GCA_005042035,88
GCA_003856675,6
GCA_004118895,3
GCA_005222065,3
GCA_005381665,71
GCA_005037985,179
GCA_005396465,135
GCA_004960915,143
GCA_005045015,203
GCA_005382985,57
GCA_005042505,192
GCA_004960695,148
GCA_005042395,82
GCA_004568145,60
GCA_004294555,115
GCA_005037735,3
GCA_005395245,141
GCA_005039985,197
GCA_005385965,46
GCA_005387735,98
GCA_005045505,205
GCA_005040755,140
GCA_005041595,155
GCA_005391285,3
GCA_004100605,101
GCA_005042965,193
GCA_005043955,133
GCA_005391125,160
GCA_003956265,5
GCA_004100775,89
GCA_005040325,125
GCA_004284435,137
GCA_005044215,83
GCA_004282435,108
GCA_004567585,107
GCA_005043725,106
GCA_004115955,90
GCA_003956485,4
GCA_005390105,80
GCA_004566455,118
GCA_005384485,48
GCA_005387405,95
GCA_004804205,1
GCA_005383685,90
GCA_004100925,45
GCA_005044825,166
GCA_004960775,138
GCA_005043695,137
GCA_005384685,80
GCA_005382125,69
GCA_005042485,124
GCA_005385185,439
GCA_005382545,68
GCA_005395965,86
GCA_004100635,90
GCA_005382145,41
GCA_004283795,49
GCA_005393305,75
GCA_005044935,215
GCA_005382655,72
GCA_005041175,125
GCA_005386145,64
GCA_004567605,123
GCA_004284535,52
GCA_004100655,73
GCA_004010575,3
GCA_005039795,61
GCA_005039275,69
GCA_004380165,98
GCA_005383765,99
GCA_005394465,239
GCA_004100955,158
GCA_005038135,82
GCA_004135125,4
GCA_005389305,119
GCA_004567225,93
GCA_005383985,121
GCA_005041565,104
GCA_005042685,75
GCA_004771235,5
GCA_005221585,4
GCA_005042715,84
GCA_003939265,138
GCA_005391245,56
GCA_004960645,124
GCA_005384585,59
GCA_004567615,75
GCA_005382885,112
GCA_005039405,113
GCA_004284135,103
GCA_004924275,7
GCA_005382305,90
GCA_004567265,96
GCA_005221565,2
GCA_004284045,98
GCA_005384425,30
GCA_005043335,147
GCA_005044195,189
GCA_004327815,76
GCA_005042575,119
GCA_005392265,134
GCA_005041705,83
GCA_005382185,72
GCA_005046415,133
GCA_003956365,2
GCA_005042475,120
GCA_005396825,302
GCA_005045145,70
GCA_005042385,91
GCA_005386885,111
GCA_005040555,157
GCA_003956465,4
GCA_004282575,129
GCA_005039325,168
GCA_004567145,120
GCA_003956185,3
GCA_005396545,100
GCA_005391965,274
GCA_005391625,134
GCA_005381725,51
GCA_005387545,65
GCA_005046735,221
GCA_004100625,77
GCA_004354885,159
GCA_005046485,150
GCA_003925895,3
GCA_005221725,3
GCA_005222045,3
GCA_004284075,71
GCA_005043895,70
GCA_005388585,94
GCA_005043185,49
GCA_005042225,95
GCA_005040535,93
GCA_004567535,90
GCA_005382225,70
GCA_004380155,90
GCA_004380615,116
GCA_005045035,97
GCA_005391145,91
GCA_005388005,78
GCA_005392325,68
GCA_005391725,65
GCA_005394365,100
GCA_005390205,110
GCA_005395545,121
GCA_003859215,101
GCA_005391385,70
GCA_005221505,4
GCA_005222285,2
GCA_005045445,239
GCA_005391265,114
GCA_004960315,115
GCA_005043515,145
GCA_004960715,119
GCA_005384645,72
GCA_004282545,76
GCA_005044005,133
GCA_005396065,171
GCA_004120965,35
GCA_005384385,70
GCA_005041275,145
GCA_005390525,93
GCA_003937655,167
GCA_004100535,64
GCA_005045975,162
GCA_005041165,120
GCA_005041375,122
GCA_004121025,164
GCA_005385605,109
GCA_005395125,148
GCA_004024375,159
GCA_005045025,115
GCA_005043215,70
GCA_005395945,184
GCA_005037845,3
GCA_005392445,91
GCA_004135815,5
GCA_005042995,83
GCA_005044645,105
GCA_005040645,83
GCA_004568225,66
GCA_005041265,159
GCA_005385645,83
GCA_005382865,84
GCA_005396385,144
GCA_005040435,127
GCA_005221925,3
GCA_005386245,113
GCA_004283375,66
GCA_005045415,108
GCA_005383205,142
GCA_004960625,77
GCA_005388765,91
GCA_004332225,75
GCA_004380405,119
GCA_005390805,105
GCA_005392525,165
GCA_004566775,115
GCA_004804185,2
GCA_005041255,128
GCA_004283315,74
GCA_004138645,1
GCA_005393385,141
GCA_005387085,112
GCA_004116795,6
GCA_005396445,153
GCA_003970875,50
GCA_005387345,146
GCA_005392105,153
GCA_004101155,77
GCA_005041935,80
GCA_005040855,155
GCA_005041155,129
GCA_004171615,174
GCA_005042795,180
GCA_003956245,2
GCA_005392725,172
GCA_005044715,105
GCA_003885125,74
GCA_005042825,161
GCA_005041505,100
GCA_005392365,125
GCA_004960525,149
GCA_005044015,167
GCA_005395285,111
GCA_005043055,58
GCA_005391305,190
GCA_005046765,120
GCA_005045625,201
GCA_004803985,59
GCA_005396145,79
GCA_004960415,90
GCA_005394885,87
GCA_004101145,119
GCA_005392685,235
GCA_005040415,159
GCA_004103935,86
GCA_005392305,101
GCA_004118915,2
GCA_005044655,81
GCA_004564175,3
GCA_005393285,57
GCA_005038955,83
GCA_004284545,138
GCA_005383605,115
GCA_004137365,12
GCA_003945485,1
GCA_004566465,89
GCA_005381605,76
GCA_005044435,143
GCA_005041775,77
GCA_005383645,142
GCA_005222445,3
GCA_004801825,96
GCA_004283435,77
GCA_005386225,145
GCA_005041365,86
GCA_005389065,134
GCA_005393705,164
GCA_005394065,95
GCA_003966425,6
GCA_005393985,72
GCA_004100425,79
GCA_004566555,156
GCA_005041095,62
GCA_005387105,99
GCA_004284515,83
GCA_004566665,135
GCA_005396305,117
GCA_004282325,57
GCA_004380235,144
GCA_005391685,172
GCA_005393725,171
GCA_005041545,76
GCA_005044565,77
GCA_005384245,85
GCA_005040335,98
GCA_004100835,110
GCA_004284465,50
GCA_005390005,139
GCA_004022505,1
GCA_005045935,122
GCA_004793235,165
GCA_005042145,85
GCA_005392885,191
GCA_005390445,100
GCA_003859055,124
GCA_004960635,87
GCA_003956165,3
GCA_005221705,3
GCA_004358965,1
GCA_004193155,5
GCA_005382805,107
GCA_005381525,50
GCA_004380315,142
GCA_004404085,62
GCA_005390665,153
GCA_005392955,263
GCA_005395565,120
GCA_005383265,116
GCA_005394785,194
GCA_004282785,75
GCA_005037775,2
GCA_005041965,102
GCA_005385505,109
GCA_005222425,3
GCA_005390405,121
GCA_005392625,120
GCA_005390645,117
GCA_005042755,118
GCA_004380525,113
GCA_005385685,84
GCA_004135915,7
GCA_004567725,111
GCA_005383785,85
GCA_005391445,84
GCA_005388165,135
GCA_005383285,132
GCA_004116815,5
GCA_004010635,2
GCA_005386985,89
GCA_004569995,65
GCA_005395005,126
GCA_005041835,80
GCA_005384405,71
GCA_005382735,67
GCA_005043105,179
GCA_005043305,67
GCA_005389665,190
GCA_005382105,147
GCA_005391705,107
GCA_005042675,75
GCA_004792495,2
GCA_005387045,134
GCA_004960895,72
GCA_004959985,134
GCA_005393745,101
GCA_005042655,90
GCA_005384545,52
GCA_005043245,186
GCA_005043345,135
GCA_005381505,104
GCA_005041695,108
GCA_004010595,2
GCA_004101025,402
GCA_005394745,210
GCA_005222005,2
GCA_005043365,135
GCA_005038625,74
GCA_004010615,3
GCA_005042205,149
GCA_004284005,85
GCA_005388325,119
GCA_005392565,152
GCA_005042305,85
GCA_005382845,102
GCA_005384565,56
GCA_004283405,153
GCA_005388405,106
GCA_005387125,94
GCA_004010695,2
GCA_005043135,64
GCA_005393525,92
GCA_005043925,243
GCA_005389765,213
GCA_005393185,102
GCA_004567805,69
GCA_004282465,77
GCA_005391225,52
GCA_005044225,161
GCA_004960575,93
GCA_004010675,2
GCA_004116895,14
GCA_004283865,87
GCA_004100495,186
GCA_005393665,155
GCA_005040635,53
GCA_004282675,138
GCA_005388285,51
GCA_005392125,79
GCA_005391205,159
GCA_005222365,2
GCA_004801835,101
GCA_005381425,103
GCA_005393035,205
GCA_004567375,66
GCA_005233855,103
GCA_004120975,156
GCA_005221765,2
GCA_003966445,6
GCA_005040155,182
GCA_005221645,3
GCA_004100705,34
GCA_005393685,108
GCA_005387245,145
GCA_005042585,112
GCA_005386965,161
GCA_005396345,130
GCA_005044725,184
GCA_004358405,2
GCA_005386785,129
GCA_004569045,62
GCA_004960495,104
GCA_004010655,2
GCA_005387205,84
GCA_005390345,156
GCA_005382765,105
GCA_005222385,3
GCA_005385845,151
GCA_005386945,111
GCA_005042055,82
GCA_004282525,103
GCA_005037725,4
GCA_005390685,150
GCA_005386065,72
GCA_005394725,150
GCA_005391785,69
GCA_005043705,141
GCA_005221545,2
GCA_005382465,84
GCA_005385825,54
GCA_005393845,126
GCA_005038395,102
GCA_005392745,227
GCA_005393085,112
GCA_003956345,5
GCA_005391325,136
GCA_005040345,117
GCA_005396105,86
GCA_003966465,5
GCA_004566895,90
GCA_005386085,118
GCA_005040215,139
GCA_005390165,121
GCA_005393165,55
GCA_005041295,159
GCA_005038555,74
GCA_004960515,149
GCA_005392805,305
GCA_005393645,130
GCA_005387795,128
GCA_005042365,85
GCA_005396885,167
GCA_004405205,5
GCA_004101175,104
GCA_005171095,6
GCA_005042375,83
GCA_004380445,41
GCA_005044405,157
GCA_005044375,214
GCA_005385925,100
GCA_005384345,45
GCA_005222265,3
GCA_005382785,77
GCA_005040955,146
GCA_004566875,134
GCA_004568895,67
GCA_005221825,3
GCA_005386425,109
GCA_003956305,3
GCA_004567255,98
GCA_005396865,128
GCA_004960745,105
GCA_005389425,128
GCA_005388045,98
GCA_005386405,110
GCA_005391185,127
GCA_004141955,9
GCA_005381405,95
GCA_005381445,90
GCA_004380655,132
GCA_005391745,138
GCA_005389325,109
GCA_005043285,101
GCA_005040965,136
GCA_004328685,5
GCA_004282775,165
GCA_005385905,113
GCA_004759025,2
GCA_005386485,84
GCA_005041675,128
GCA_004358365,3
GCA_005045225,237
GCA_005393825,109
GCA_005385765,87
GCA_004116855,1
GCA_005387325,47
GCA_005396005,93
GCA_004100415,152
GCA_005382085,124
GCA_005041445,132
GCA_005391365,80
GCA_005043425,144
GCA_005045745,134
GCA_005391465,93
GCA_005392205,244
GCA_004380285,128
GCA_005400625,76
GCA_006236395,145
GCA_007844645,102
GCA_006241015,170
GCA_008120555,165
GCA_006233025,138
GCA_009822485,131
GCA_008502145,130
GCA_006234145,155
GCA_009671105,3
GCA_006236705,112
GCA_006230405,88
GCA_013073995,140
GCA_006234585,140
GCA_005399785,112
